"MaTinh","TenTinh","MaQuanHuyen","TenQuanHuyen","MaPhuongXa","TenPhuongXa","LoaiHinh","LoaiDoThi"
"20","Tỉnh Lạng Sơn","20","Tỉnh Lạng Sơn","06313","Xã Tri Lễ","Xã",""
"20","Tỉnh Lạng Sơn","20","Tỉnh Lạng Sơn","06316","Xã Tân Đoàn","Xã",""
"20","Tỉnh Lạng Sơn","20","Tỉnh Lạng Sơn","06325","xã Bắc Sơn","Xã",""
"20","Tỉnh Lạng Sơn","20","Tỉnh Lạng Sơn","06337","Xã Tân Tri","Xã",""
"20","Tỉnh Lạng Sơn","20","Tỉnh Lạng Sơn","06349","Xã Hưng Vũ","Xã",""
"20","Tỉnh Lạng Sơn","20","Tỉnh Lạng Sơn","06364","Xã Vũ Lễ","Xã",""
"20","Tỉnh Lạng Sơn","20","Tỉnh Lạng Sơn","06367","Xã Vũ Lăng","Xã",""
"20","Tỉnh Lạng Sơn","20","Tỉnh Lạng Sơn","06376","Xã Nhất Hòa","Xã",""
"20","Tỉnh Lạng Sơn","20","Tỉnh Lạng Sơn","06385","Xã Hữu Lũng","Xã",""
"20","Tỉnh Lạng Sơn","20","Tỉnh Lạng Sơn","06391","Xã Yên Bình","Xã",""
"20","Tỉnh Lạng Sơn","20","Tỉnh Lạng Sơn","06400","Xã Hữu Liên","Xã",""
"20","Tỉnh Lạng Sơn","20","Tỉnh Lạng Sơn","06415","Xã Vân Nham","Xã",""
"20","Tỉnh Lạng Sơn","20","Tỉnh Lạng Sơn","06427","Xã Cai Kinh","Xã",""
"20","Tỉnh Lạng Sơn","20","Tỉnh Lạng Sơn","06436","Xã Thiện Tân","Xã",""
"20","Tỉnh Lạng Sơn","20","Tỉnh Lạng Sơn","06445","Xã Tân Thành","Xã",""
"20","Tỉnh Lạng Sơn","20","Tỉnh Lạng Sơn","06457","Xã Tuấn Sơn","Xã",""
"20","Tỉnh Lạng Sơn","20","Tỉnh Lạng Sơn","06463","Xã Chi Lăng","Xã",""
"20","Tỉnh Lạng Sơn","20","Tỉnh Lạng Sơn","06475","Xã Bằng Mạc","Xã",""
"20","Tỉnh Lạng Sơn","20","Tỉnh Lạng Sơn","06481","Xã Chiến Thắng","Xã",""
"20","Tỉnh Lạng Sơn","20","Tỉnh Lạng Sơn","06496","Xã Nhân Lý","Xã",""
"20","Tỉnh Lạng Sơn","20","Tỉnh Lạng Sơn","06505","Xã Vạn Linh","Xã",""
"20","Tỉnh Lạng Sơn","20","Tỉnh Lạng Sơn","06517","Xã Quan Sơn","Xã",""
"20","Tỉnh Lạng Sơn","20","Tỉnh Lạng Sơn","06526","Xã Na Dương","Xã",""
"20","Tỉnh Lạng Sơn","20","Tỉnh Lạng Sơn","06529","Xã Lộc Bình","Xã",""
"20","Tỉnh Lạng Sơn","20","Tỉnh Lạng Sơn","06541","Xã Mẫu Sơn","Xã",""
"20","Tỉnh Lạng Sơn","20","Tỉnh Lạng Sơn","06565","Xã Khuất Xá","Xã",""
"20","Tỉnh Lạng Sơn","20","Tỉnh Lạng Sơn","06577","Xã Thống Nhất","Xã",""
"20","Tỉnh Lạng Sơn","20","Tỉnh Lạng Sơn","06601","Xã Lợi Bác","Xã",""
"20","Tỉnh Lạng Sơn","20","Tỉnh Lạng Sơn","06607","Xã Xuân Dương","Xã",""
"20","Tỉnh Lạng Sơn","20","Tỉnh Lạng Sơn","06613","Xã Đình Lập","Xã",""
"20","Tỉnh Lạng Sơn","20","Tỉnh Lạng Sơn","06616","Xã Thái Bình","Xã",""
"20","Tỉnh Lạng Sơn","20","Tỉnh Lạng Sơn","06625","Xã Kiên Mộc","Xã",""
"20","Tỉnh Lạng Sơn","20","Tỉnh Lạng Sơn","06637","Xã Châu Sơn","Xã",""
"22","Tỉnh Quảng Ninh","22","Tỉnh Quảng Ninh","06652","Phường Hà Tu","Phường",""
"22","Tỉnh Quảng Ninh","22","Tỉnh Quảng Ninh","06658","Phường Cao Xanh","Phường",""
"22","Tỉnh Quảng Ninh","22","Tỉnh Quảng Ninh","06661","Phường Việt Hưng","Phường",""
"22","Tỉnh Quảng Ninh","22","Tỉnh Quảng Ninh","06673","Phường Bãi Cháy","Phường",""
"22","Tỉnh Quảng Ninh","22","Tỉnh Quảng Ninh","06676","Phường Hà Lầm","Phường",""
"22","Tỉnh Quảng Ninh","22","Tỉnh Quảng Ninh","06685","Phường Hồng Gai","Phường",""
"22","Tỉnh Quảng Ninh","22","Tỉnh Quảng Ninh","06688","Phường Hạ Long","Phường",""
"22","Tỉnh Quảng Ninh","22","Tỉnh Quảng Ninh","06706","Phường Tuần Châu","Phường",""
"22","Tỉnh Quảng Ninh","22","Tỉnh Quảng Ninh","06709","Phường Móng Cái 2","Phường",""
"22","Tỉnh Quảng Ninh","22","Tỉnh Quảng Ninh","06712","Phường Móng Cái 1","Phường",""
"22","Tỉnh Quảng Ninh","22","Tỉnh Quảng Ninh","06724","Xã Hải Sơn","Xã",""
"22","Tỉnh Quảng Ninh","22","Tỉnh Quảng Ninh","06733","Xã Hải Ninh","Xã",""
"22","Tỉnh Quảng Ninh","22","Tỉnh Quảng Ninh","06736","Phường Móng Cái 3","Phường",""
"22","Tỉnh Quảng Ninh","22","Tỉnh Quảng Ninh","06757","Xã Vĩnh Thực","Xã",""
"22","Tỉnh Quảng Ninh","22","Tỉnh Quảng Ninh","06760","Phường Mông Dương","Phường",""
"22","Tỉnh Quảng Ninh","22","Tỉnh Quảng Ninh","06778","Phường Quang Hanh","Phường",""
"22","Tỉnh Quảng Ninh","22","Tỉnh Quảng Ninh","06781","Phường Cửa Ông","Phường",""
"22","Tỉnh Quảng Ninh","22","Tỉnh Quảng Ninh","06793","Phường Cẩm Phả","Phường",""
"22","Tỉnh Quảng Ninh","22","Tỉnh Quảng Ninh","06799","Xã Hải Hòa","Xã",""
"22","Tỉnh Quảng Ninh","22","Tỉnh Quảng Ninh","06811","Phường Uông Bí","Phường",""
"22","Tỉnh Quảng Ninh","22","Tỉnh Quảng Ninh","06820","Phường Vàng Danh","Phường",""
"22","Tỉnh Quảng Ninh","22","Tỉnh Quảng Ninh","06832","Phường Yên Tử","Phường",""
"22","Tỉnh Quảng Ninh","22","Tỉnh Quảng Ninh","06838","Xã Bình Liêu","Xã",""
"22","Tỉnh Quảng Ninh","22","Tỉnh Quảng Ninh","06841","Xã Hoành Mô","Xã",""
"22","Tỉnh Quảng Ninh","22","Tỉnh Quảng Ninh","06856","Xã Lục Hồn","Xã",""
"22","Tỉnh Quảng Ninh","22","Tỉnh Quảng Ninh","06862","Xã Tiên Yên","Xã",""
"22","Tỉnh Quảng Ninh","22","Tỉnh Quảng Ninh","06874","Xã Điền Xá","Xã",""
"22","Tỉnh Quảng Ninh","22","Tỉnh Quảng Ninh","06877","Xã Đông Ngũ","Xã",""
"22","Tỉnh Quảng Ninh","22","Tỉnh Quảng Ninh","06886","Xã Hải Lạng","Xã",""
"22","Tỉnh Quảng Ninh","22","Tỉnh Quảng Ninh","06895","Xã Đầm Hà","Xã",""
"22","Tỉnh Quảng Ninh","22","Tỉnh Quảng Ninh","06913","Xã Quảng Tân","Xã",""
"22","Tỉnh Quảng Ninh","22","Tỉnh Quảng Ninh","06922","Xã Quảng Hà","Xã",""
"22","Tỉnh Quảng Ninh","22","Tỉnh Quảng Ninh","06931","Xã Quảng Đức","Xã",""
"22","Tỉnh Quảng Ninh","22","Tỉnh Quảng Ninh","06946","Xã Đường Hoa","Xã",""
"22","Tỉnh Quảng Ninh","22","Tỉnh Quảng Ninh","06967","Xã Cái Chiên","Xã",""
"22","Tỉnh Quảng Ninh","22","Tỉnh Quảng Ninh","06970","Xã Ba Chẽ","Xã",""
"22","Tỉnh Quảng Ninh","22","Tỉnh Quảng Ninh","06979","Xã Kỳ Thượng","Xã",""
"22","Tỉnh Quảng Ninh","22","Tỉnh Quảng Ninh","06985","Xã Lương Minh","Xã",""
"22","Tỉnh Quảng Ninh","22","Tỉnh Quảng Ninh","06994","Đặc khu Vân Đồn","Đặc khu",""
"22","Tỉnh Quảng Ninh","22","Tỉnh Quảng Ninh","07030","Phường Hoành Bồ","Phường",""
"22","Tỉnh Quảng Ninh","22","Tỉnh Quảng Ninh","07054","Xã Quảng La","Xã",""
"22","Tỉnh Quảng Ninh","22","Tỉnh Quảng Ninh","07060","Xã Thống Nhất","Xã",""
"22","Tỉnh Quảng Ninh","22","Tỉnh Quảng Ninh","07069","Phường Mạo Khê","Phường",""
"22","Tỉnh Quảng Ninh","22","Tỉnh Quảng Ninh","07081","Phường Bình Khê","Phường",""
"22","Tỉnh Quảng Ninh","22","Tỉnh Quảng Ninh","07090","Phường An Sinh","Phường",""
"22","Tỉnh Quảng Ninh","22","Tỉnh Quảng Ninh","07093","Phường Đông Triều","Phường",""
"22","Tỉnh Quảng Ninh","22","Tỉnh Quảng Ninh","07114","Phường Hoàng Quế","Phường",""
"22","Tỉnh Quảng Ninh","22","Tỉnh Quảng Ninh","07132","Phường Quảng Yên","Phường",""
"22","Tỉnh Quảng Ninh","22","Tỉnh Quảng Ninh","07135","Phường Đông Mai","Phường",""
"22","Tỉnh Quảng Ninh","22","Tỉnh Quảng Ninh","07147","Phường Hiệp Hòa","Phường",""
"22","Tỉnh Quảng Ninh","22","Tỉnh Quảng Ninh","07168","Phường Hà An","Phường",""
"22","Tỉnh Quảng Ninh","22","Tỉnh Quảng Ninh","07180","Phường Liên Hòa","Phường",""
"22","Tỉnh Quảng Ninh","22","Tỉnh Quảng Ninh","07183","Phường Phong Cốc","Phường",""
"22","Tỉnh Quảng Ninh","22","Tỉnh Quảng Ninh","07192","Đặc khu Cô Tô","Đặc khu",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","07210","Phường Bắc Giang","Phường",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","07228","Phường Đa Mai","Phường",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","07246","Xã Xuân Lương","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","07264","Xã Tam Tiến","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","07282","Xã Đồng Kỳ","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","07288","Xã Yên Thế","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","07294","Xã Bố Hạ","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","07306","Xã Nhã Nam","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","07330","Xã Phúc Hòa","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","07333","Xã Quang Trung","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","07339","Xã Tân Yên","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","07351","Xã Ngọc Thiện","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","07375","Xã Lạng Giang","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","07381","Xã Tiên Lục","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","07399","Xã Kép","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","07420","Xã Mỹ Thái","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","07432","Xã Tân Dĩnh","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","07444","Xã Lục Nam","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","07450","Xã Đông Phú","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","07462","Xã Bảo Đài","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","07486","Xã Nghĩa Phương","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","07489","Xã Trường Sơn","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","07492","Xã Lục Sơn","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","07498","Xã Bắc Lũng","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","07519","Xã Cẩm Lý","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","07525","Phường Chũ","Phường",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","07531","Xã Tân Sơn","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","07534","Xã Sa Lý","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","07537","Xã Biên Sơn","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","07543","Xã Sơn Hải","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","07552","Xã Kiên Lao","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","07573","Xã Biển Động","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","07582","Xã Lục Ngạn","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","07594","Xã Đèo Gia","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","07603","Xã Nam Dương","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","07612","Phường Phượng Sơn","Phường",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","07615","Xã Sơn Động","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","07616","Xã Tây Yên Tử","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","07621","Xã Vân Sơn","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","07627","Xã Đại Sơn","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","07642","Xã Yên Định","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","07654","Xã An Lạc","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","07663","Xã Tuấn Đạo","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","07672","Xã Dương Hưu","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","07681","Phường Yên Dũng","Phường","Đô thị loại đặc biệt"
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","07682","Phường Tân An","Phường",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","07696","Phường Tiền Phong","Phường",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","07699","Phường Tân Tiến","Phường",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","07735","Xã Đồng Việt","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","07738","Phường Cảnh Thụy","Phường",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","07774","Phường Tự Lạn","Phường",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","07777","Phường Việt Yên","Phường",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","07795","Phường Nếnh","Phường",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","07798","Phường Vân Hà","Phường",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","07822","Xã Hoàng Vân","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","07840","Xã Hiệp Hoà","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","07864","Xã Hợp Thịnh","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","07870","Xã Xuân Cẩm","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","09169","Phường Vũ Ninh","Phường",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","09187","Phường Kinh Bắc","Phường",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","09190","Phường Võ Cường","Phường",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","09193","Xã Yên Phong","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","09202","Xã Tam Giang","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","09205","Xã Yên Trung","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","09208","Xã Tam Đa","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","09238","Xã Văn Môn","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","09247","Phường Quế Võ","Phường",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","09253","Phường Nhân Hòa","Phường",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","09265","Phường Phương Liễu","Phường",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","09286","Phường Nam Sơn","Phường",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","09292","Xã Phù Lãng","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","09295","Phường Bồng Lai","Phường",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","09301","Phường Đào Viên","Phường",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","09313","Xã Chi Lăng","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","09319","Xã Tiên Du","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","09325","Phường Hạp Lĩnh","Phường",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","09334","Xã Liên Bão","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","09340","Xã Đại Đồng","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","09343","Xã Tân Chi","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","09349","Xã Phật Tích","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","09367","Phường Từ Sơn","Phường",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","09370","Phường Tam Sơn","Phường",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","09379","Phường Phù Khê","Phường",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","09385","Phường Đồng Nguyên","Phường",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","09400","Phường Thuận Thành","Phường",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","09409","Phường Mão Điền","Phường",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","09427","Phường Trí Quả","Phường",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","09430","Phường Trạm Lộ","Phường",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","09433","Phường Song Liễu","Phường",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","09445","Phường Ninh Xá","Phường",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","09454","Xã Gia Bình","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","09466","Xã Cao Đức","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","09469","Xã Đại Lai","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","09475","Xã Nhân Thắng","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","09487","Xã Đông Cứu","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","09496","Xã Lương Tài","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","09499","Xã Trung Kênh","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","09523","Xã Trung Chính","Xã",""
"24","Tỉnh Bắc Ninh","24","Tỉnh Bắc Ninh","09529","Xã Lâm Thao","Xã",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","04792","Phường Tân Hòa","Phường",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","04795","Phường Hòa Bình","Phường",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","04828","Phường Thống Nhất","Phường",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","04831","Xã Đà Bắc","Xã",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","04846","Xã Đức Nhàn","Xã",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","04849","Xã Tân Pheo","Xã",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","04873","Xã Quy Đức","Xã",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","04876","Xã Cao Sơn","Xã",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","04891","Xã Tiền Phong","Xã",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","04894","Phường Kỳ Sơn","Phường",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","04897","Xã Thịnh Minh","Xã",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","04924","Xã Lương Sơn","Xã",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","04960","Xã Liên Sơn","Xã",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","04978","Xã Kim Bôi","Xã",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","04990","Xã Nật Sơn","Xã",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","05014","Xã Mường Động","Xã",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","05047","Xã Cao Dương","Xã",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","05068","Xã Hợp Kim","Xã",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","05086","Xã Dũng Tiến","Xã",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","05089","Xã Cao Phong","Xã",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","05092","Xã Thung Nai","Xã",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","05116","Xã Mường Thàng","Xã",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","05128","Xã Tân Lạc","Xã",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","05134","Xã Mường Hoa","Xã",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","05152","Xã Vân Sơn","Xã",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","05158","Xã Mường Bi","Xã",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","05191","Xã Toàn Thắng","Xã",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","05200","Xã Mai Châu","Xã",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","05206","Xã Tân Mai","Xã",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","05212","Xã Pà Cò","Xã",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","05245","Xã Bao La","Xã",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","05251","Xã Mai Hạ","Xã",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","05266","Xã Lạc Sơn","Xã",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","05287","Xã Mường Vang","Xã",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","05290","Xã Nhân Nghĩa","Xã",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","05293","Xã Thượng Cốc","Xã",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","05305","Xã Yên Phú","Xã",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","05323","Xã Quyết Thắng","Xã",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","05329","Xã Ngọc Sơn","Xã",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","05347","Xã Đại Đồng","Xã",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","05353","Xã Yên Thủy","Xã",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","05362","Xã Lạc Lương","Xã",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","05386","Xã Yên Trị","Xã",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","05392","Xã Lạc Thủy","Xã",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","05395","Xã An Nghĩa","Xã",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","05425","Xã An Bình","Xã",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","07894","Phường Nông Trang","Phường",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","07900","Phường Việt Trì","Phường",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","07909","Phường Thanh Miếu","Phường",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","07918","Phường Vân Phú","Phường",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","07942","Phường Phú Thọ","Phường",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","07948","Phường Âu Cơ","Phường",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","07954","Phường Phong Châu","Phường",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","07969","Xã Đoan Hùng","Xã",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","07996","Xã Bằng Luân","Xã",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","07999","Xã Chí Đám","Xã",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","08023","Xã Tây Cốc","Xã",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","08038","Xã Chân Mộng","Xã",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","08053","Xã Hạ Hòa","Xã",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","08071","Xã Đan Thượng","Xã",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","08110","Xã Hiền Lương","Xã",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","08113","Xã Yên Kỳ","Xã",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","08134","Xã Văn Lang","Xã",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","08143","Xã Vĩnh Chân","Xã",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","08152","Xã Thanh Ba","Xã",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","08173","Xã Quảng Yên","Xã",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","08203","Xã Hoàng Cương","Xã",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","08209","Xã Đông Thành","Xã",""
"25","Tỉnh Phú Thọ","25","Tỉnh Phú Thọ","08218","Xã Chí Tiên","Xã",""
